stock_code,Name,quarter,Open,High,Low,Close,Volume_sum,ret_1q,logret_1q,cumret_4q,down_gap_q,vol_4q,vol_8q,max_drawdown_4q,ma4,ma8,ma4_ratio,ma_cross_4_8,mom_4q,vol_z_4q,vol_drop_ratio_4q,intraquarter_range,crash_count_4q,down_streak_1q,down_streak_4q_max,vol_mean_decline_q
109860,동일금속,2019Q1,8055,8826,7901,8132,1511292,,,,0,,,,,,,0,,,,0.11374815543531727,,0,,
109860,동일금속,2019Q2,8093,9442,8055,8980,1234987,0.10427939006394493,0.09919298654800812,,0,,,,,,,0,,,,0.1544543429844098,,0,,
109860,동일금속,2019Q3,8980,9172,8710,8980,802719,0.0,0.0,,0,,,,,,,0,,,,0.05144766146993319,,0,,
109860,동일금속,2019Q4,8980,9943,8787,9635,458493,0.0729398663697105,0.07040241955222015,,0,,,0.0,8931.75,,0.07873596999468191,0,,-1.1684694451478206,0.4576359622516931,0.11997924234561494,0.0,0,0.0,
109860,동일금속,2020Q1,9635,9635,7253,8286,506377,-0.14001037882719247,-0.15083495821111903,0.018937530742744846,1,0.10870632660872805,,-0.14001037882719247,8970.25,,-0.07627992530865912,0,0.018937530742744624,-0.6842467716205592,0.6745900853134109,0.28747284576393917,1.0,1,1.0,
109860,동일금속,2020Q2,8209,8826,7785,8364,462633,0.009413468501086264,0.009369437911177059,-0.06859688195991076,0,0.08977872798374656,,-0.13191489361702124,8816.25,,-0.05129732028923861,0,-0.06859688195991087,-0.5757355281204164,0.8297523744272992,0.12446197991391679,1.0,0,1.0,
109860,동일금속,2020Q3,8556,8903,8055,8171,490423,-0.023075083692013387,-0.023345481163817183,-0.09008908685968808,0,0.08928378735492759,,-0.15194603009859886,8614.0,,-0.05142790805665198,0,-0.0900890868596882,0.478671310494326,1.0228194414174478,0.10378166687064007,1.0,1,1.0,
109860,동일금속,2020Q4,8363,9057,8055,8903,763881,0.08958511810059977,0.08579699818896458,-0.07597301504929921,0,0.09525875379692554,,0.0,8431.0,8681.375,0.055983869054679225,1,-0.07597301504929943,1.4874233253304427,1.3743106012016297,0.11254633269684376,1.0,0,1.0,-0.28634775121352696
109860,동일금속,2021Q1,8941,9596,8556,9481,626601,0.06492193642592392,0.06290149734428852,0.14421916485638464,0,0.0513227196135564,0.07990693523965874,0.0,8729.75,8850.0,0.08605630172685363,1,0.1442191648563842,0.2937327953294072,1.069495779458238,0.10969307035122877,0.0,0,1.0,-0.12327421375601044
109860,동일금속,2021Q2,9481,13875,9404,11524,1114855,0.21548359877650047,0.1951420212864594,0.3778096604495458,0,0.09851969165911682,0.10264983743989374,0.0,9519.75,9168.0,0.21053599096614928,0,0.3778096604495458,1.3639534313309554,1.4885771890939195,0.38797292606733774,0.0,0,1.0,0.1464869186307951
109860,동일금속,2021Q3,11601,12641,10560,11408,1745795,-0.010065949323151635,-0.0101169535503427,0.39615714110879985,0,0.09378771731609013,0.10321648346972544,-0.010065949323151635,10329.0,9471.5,0.10446316197114913,0,0.3961571411087994,1.367105326684789,1.6426636481765327,0.18241584852734924,0.0,1,1.0,0.378211065611638
109860,동일금속,2021Q4,11138,15500,10945,14400,3868999,0.2622720897615709,0.23291334291001498,0.6174323261821859,0,0.1273017574078804,0.13111938290908537,0.0,11703.25,10067.125,0.23042744536773974,0,0.6174323261821857,1.4207894689000564,2.103788751062022,0.31631944444444443,0.0,0,1.0,0.5358214632732763
109860,동일금속,2022Q1,14350,18400,14000,17650,2712195,0.22569444444444442,0.20350757679735132,0.8616179727876807,0,0.1239135847559302,0.11472213455883691,0.0,13745.5,11237.625,0.28405660034193003,0,0.8616179727876807,0.29281519553635604,1.1490107229053985,0.24929178470254956,0.0,0,1.0,0.6022974902298457
109860,동일금속,2022Q2,17650,18750,15250,16800,1004266,-0.04815864022662886,-0.04935689697009238,0.4578271433530028,0,0.15913901107314055,0.12302821367488104,-0.04815864022662886,15064.5,12292.125,0.11520462013342625,0,0.45782714335300234,-1.071336853663277,0.4304955764256791,0.20833333333333334,0.0,1,1.0,0.5139520800453314
109860,동일금속,2022Q3,16700,21800,16600,21000,2626207,0.25,0.22314355131420882,0.8408134642356244,0,0.14785708561580296,0.12281020545018528,0.0,17462.5,13895.75,0.20257695060844672,0,0.8408134642356242,0.06223017895240131,1.028708437123929,0.24761904761904763,0.0,0,1.0,0.4121287310983164
109860,동일금속,2022Q4,21000,26400,15850,18250,2705510,-0.13095238095238093,-0.1403573576949224,0.26736111111111116,1,0.1922804646167509,0.1542244239166829,-0.13095238095238093,18425.0,15064.125,-0.009497964721845276,0,0.26736111111111116,0.528294849914556,1.1960463200436595,0.5780821917808219,1.0,1,1.0,0.10313849407001574
109860,동일금속,2023Q1,18250,31000,17150,29900,2340882,0.6383561643835616,0.4936934003681408,0.6940509915014166,0,0.34819018032403726,0.2419576057134696,0.0,21487.5,17616.5,0.39150668993600934,0,0.6940509915014164,0.21667843605849946,1.0791372229486111,0.46321070234113715,1.0,0,1.0,-0.04222039219240181
109860,동일금속,2023Q2,29850,32500,0,21700,1204138,-0.274247491638796,-0.32054621985022713,0.2916666666666665,1,0.40987754463136905,0.2879313201529462,-0.274247491638796,22712.5,18888.5,-0.04457897633461749,0,0.29166666666666674,-1.4613887310672786,0.5426038869913573,1.4976958525345623,2.0,1,1.0,-0.024962554904461753
109860,동일금속,2023Q3,15200,15200,9960,10070,13647611,-0.5359447004608295,-0.767751553815943,-0.5204761904761905,1,0.5047029892916618,0.36895923177887097,-0.6632107023411371,19980.0,18721.25,-0.495995995995996,0,-0.5204761904761905,1.4909122885452826,2.743494681236805,0.5203574975173784,3.0,2,2.0,0.3217049407953714
109860,동일금속,2023Q4,10130,10130,8610,9000,1107215,-0.10625620655412116,-0.11233612939425086,-0.5068493150684933,1,0.5039522331761344,0.3613665343644157,-0.6989966555183946,17667.5,18046.25,-0.4905900665062969,1,-0.5068493150684932,-0.5708871273352136,0.24201624428970606,0.1688888888888889,3.0,3,3.0,0.33829383797527757
109860,동일금속,2024Q1,9000,9660,8940,9270,788376,0.030000000000000027,0.029558802241544058,-0.6899665551839465,0,0.24371506531504084,0.3505465200731639,-0.5728110599078341,12510.0,16998.75,-0.25899280575539574,1,-0.6899665551839465,-0.5386099927548204,0.18829879849576112,0.07766990291262135,3.0,0,3.0,0.31743273781815406
109860,동일금속,2024Q2,9230,9380,8940,9300,356510,0.003236245954692629,0.003231020581447197,-0.5714285714285714,0,0.26250592822902163,0.3504727243927083,-0.07646474677259185,9410.0,16061.25,-0.011689691817215686,1,-0.5714285714285714,-0.5604919820749377,0.08968967488216138,0.047311827956989246,2.0,0,3.0,0.2834536539114221
109860,동일금속,2024Q3,9280,9370,8370,9010,445792,-0.03118279569892468,-0.0316793285389636,-0.10526315789473684,0,0.059044242907920715,0.33371577357459514,-0.03118279569892468,9145.0,14562.5,-0.014762165117550574,1,-0.10526315789473684,-0.6660603226028898,0.6609483771224434,0.11098779134295228,1.0,1,3.0,-0.7612065019905705
109860,동일금속,2024Q4,9010,9020,7700,8100,223014,-0.10099889012208652,-0.10647100994185443,-0.09999999999999976,1,0.05667470283347636,0.33285589385896946,-0.12903225806451613,8920.0,13293.75,-0.09192825112107628,1,-0.09999999999999998,-0.9547147168676297,0.4918453629392422,0.16296296296296298,1.0,2,2.0,-0.8196546027854473
