stock_code,Name,quarter,Open,High,Low,Close,Volume_sum,ret_1q,logret_1q,cumret_4q,down_gap_q,vol_4q,vol_8q,max_drawdown_4q,ma4,ma8,ma4_ratio,ma_cross_4_8,mom_4q,vol_z_4q,vol_drop_ratio_4q,intraquarter_range,crash_count_4q,down_streak_1q,down_streak_4q_max,vol_mean_decline_q
372290,하나머스트7호스팩,2021Q1,2055,2095,2040,2070,1736717,,,,0,,,,,,,0,,,,0.026570048309178744,,0,,
372290,하나머스트7호스팩,2021Q2,2070,5650,2060,3180,125182130,0.536231884057971,0.42933258951480724,,0,,,,,,,0,,,,1.128930817610063,,0,,
372290,하나머스트7호스팩,2021Q3,3130,4130,2195,2200,44492041,-0.30817610062893086,-0.36842383642781495,,1,,,,,,,0,,,,0.8795454545454545,,1,,
372290,하나머스트7호스팩,2021Q4,2220,2320,2110,2160,1943660,-0.018181818181818188,-0.018349138668196652,,0,,,-0.3207547169811321,2402.5,,-0.10093652445369405,0,,-0.7118765544362258,0.044848203232602815,0.09722222222222222,1.0,2,2.0,
372290,하나머스트7호스팩,2022Q1,2180,2340,2115,2160,2007173,0.0,0.0,0.043478260869564966,0,0.3520586838721933,,-0.3207547169811321,2425.0,,-0.10927835051546386,0,0.04347826086956519,-0.7127361436662902,0.046241565529351984,0.10416666666666667,1.0,0,2.0,
372290,하나머스트7호스팩,2022Q2,2165,2300,2120,2175,1108207,0.00694444444444442,0.0069204428445743815,-0.3160377358490567,0,0.1525833880409912,,-0.011363636363636354,2173.75,,0.0005750431282345314,0,-0.3160377358490566,-0.526915782823089,0.08945976375369086,0.08275862068965517,1.0,0,2.0,
372290,하나머스트7호스팩,2022Q3,2190,2300,2110,2150,943434,-0.011494252873563204,-0.011560822401076365,-0.022727272727272707,0,0.01128036580472628,,-0.011494252873563204,2161.25,,-0.005205320994794649,0,-0.022727272727272707,-1.0076231515126022,0.628696767366256,0.08837209302325581,0.0,1,2.0,
372290,하나머스트7호스팩,2022Q4,2185,2195,2000,2035,343749,-0.05348837209302326,-0.05497202324501327,-0.05787037037037035,0,0.027075459413430127,,-0.06436781609195408,2130.0,2266.25,-0.04460093896713613,1,-0.05787037037037035,-1.1003561383586236,0.3123171661598028,0.09582309582309582,0.0,2,2.0,-0.9504654078227003
372290,하나머스트7호스팩,2023Q1,2045,2230,2015,2215,414606,0.08845208845208852,0.0847565846025411,0.02546296296296302,0,0.05953673826461655,0.2349758526501245,0.0,2143.75,2284.375,0.033236151603498465,1,0.02546296296296302,-0.7567118263937344,0.5901873169926221,0.09706546275395034,0.0,0,2.0,-0.9681469549692522
372290,하나머스트7호스팩,2023Q2,2215,2470,2110,2405,2019043,0.08577878103837477,0.08229750006062542,0.10574712643678175,0,0.07115968028165355,0.12421469309615292,0.0,2201.25,2187.5,0.09256104486087446,0,0.10574712643678152,1.407434006211131,2.1705285269531114,0.1496881496881497,0.0,0,2.0,-0.8603079262424835
372290,하나머스트7호스팩,2023Q3,0,0,0,2405,0,0.0,0.0,0.11860465116279073,0,0.06927743622008668,0.049789460299267424,0.0,2265.0,2213.125,0.06181015452538641,0,0.11860465116279073,-0.7702150433436667,0.0,0.0,0.0,0,2.0,-0.3673260840249152
372290,하나머스트7호스팩,2023Q4,0,4845,0,4675,12802606,0.9438669438669438,0.6646792591829254,1.2972972972972974,0,0.4447961701326561,0.3313699108923786,0.0,2925.0,2527.5,0.5982905982905984,0,1.2972972972972974,1.4844299635225282,3.3610899791320112,1.0363636363636364,0.0,0,0.0,0.551646845548444
372290,하나머스트7호스팩,2024Q1,4650,5830,0,4790,4286709,0.024598930481283476,0.02430124868217476,1.1625282167042887,0,0.4549688509591153,0.33007629216990947,0.0,3568.75,2856.25,0.3422066549912435,0,1.1625282167042887,-0.08710770225715707,0.8973474329924109,1.2171189979123174,0.0,0,0.0,0.7435942498236865
