stock_code,Name,quarter,Open,High,Low,Close,Volume_sum,ret_1q,logret_1q,cumret_4q,down_gap_q,vol_4q,vol_8q,max_drawdown_4q,ma4,ma8,ma4_ratio,ma_cross_4_8,mom_4q,vol_z_4q,vol_drop_ratio_4q,intraquarter_range,crash_count_4q,down_streak_1q,down_streak_4q_max,vol_mean_decline_q
700,유수홀딩스,2019Q1,6500,9500,6220,7920,6650700,,,,0,,,,,,,0,,,,0.41414141414141414,,0,,
700,유수홀딩스,2019Q2,8000,9170,7750,7810,3311924,-0.01388888888888884,-0.013986241974739855,,0,,,,,,,0,,,,0.18181818181818182,,1,,
700,유수홀딩스,2019Q3,7820,7920,6200,7320,2489618,-0.06274007682458382,-0.06479463587837486,,0,,,,,,,0,,,,0.23497267759562843,,2,,
700,유수홀딩스,2019Q4,7210,7440,6230,6660,1176322,-0.0901639344262295,-0.09449084342092284,,0,,,-0.15909090909090906,7427.5,,-0.10333221137664084,0,,-0.9556321374239602,0.3452519282295626,0.1816816816816817,0.0,3,3.0,
700,유수홀딩스,2020Q1,6660,6730,3550,5420,2265032,-0.1861861861861862,-0.20602366910074288,-0.31565656565656564,1,0.07251549403732614,,-0.30601792573623554,6802.5,,-0.203234105108416,0,-0.31565656565656564,-0.05192093760789316,0.9802261109505073,0.5867158671586716,1.0,4,4.0,
700,유수홀딩스,2020Q2,5420,7350,5170,6080,2764966,0.12177121771217703,0.11490888052652082,-0.22151088348271453,0,0.1287795182520319,,-0.1693989071038251,6370.0,,-0.04552590266875978,0,-0.22151088348271442,0.8493288610250185,1.2718425545352323,0.35855263157894735,1.0,0,4.0,
700,유수홀딩스,2020Q3,6080,6300,4995,5290,1868161,-0.12993421052631582,-0.1391864501078679,-0.27732240437158484,1,0.13449787061271032,,-0.20570570570570568,5862.5,,-0.09765458422174844,0,-0.27732240437158473,-0.22430344874755476,0.9254643115761868,0.24669187145557656,2.0,1,4.0,
700,유수홀딩스,2020Q4,5290,5910,5020,5740,1578416,0.08506616257088839,0.08164096446126834,-0.13813813813813836,0,0.15343509165041988,,-0.05592105263157898,5632.5,6530.0,0.019085663559698096,1,-0.13813813813813813,-1.0512301278209417,0.744836682268487,0.15505226480836237,2.0,0,4.0,-0.23306747810995443
700,유수홀딩스,2021Q1,5730,7210,5190,6400,6191817,0.11498257839721249,0.1088387800341497,0.18081180811808095,0,0.11967085246828743,0.11701559139062664,0.0,5877.5,6340.0,0.08889834113143347,1,0.18081180811808117,1.4568727099642473,1.9968192489776964,0.315625,1.0,0,1.0,0.14600511053736032
700,유수홀딩스,2021Q2,6350,8740,6340,7140,10026272,0.11562500000000009,0.10941478598586762,0.17434210526315774,0,0.11844055013285666,0.12657239884080637,0.0,6142.5,6256.25,0.16239316239316248,1,0.17434210526315796,1.275251835182707,2.0394492334626992,0.33613445378151263,1.0,0,1.0,0.38675932289735426
700,유수홀딩스,2021Q3,7140,7200,5580,5850,3299290,-0.18067226890756305,-0.19927111510772733,0.10586011342155,1,0.14365758520638194,0.14049941427920498,-0.18067226890756305,6282.5,6072.5,-0.06884202148826102,0,0.10586011342155,-0.5342557807453877,0.6255824916766588,0.27692307692307694,1.0,1,1.0,0.4463898113271194
700,유수홀딩스,2021Q4,5920,6880,5530,6300,4158543,0.07692307692307687,0.07410797215372078,0.09756097560975596,0,0.1427427755610085,0.1407753160388835,-0.11764705882352944,6422.5,6027.5,-0.019073569482288777,0,0.09756097560975618,-0.5878344597545442,0.7025775807168143,0.21428571428571427,1.0,0,1.0,0.4727267994146769
700,유수홀딩스,2022Q1,6290,6300,5130,5790,2305051,-0.080952380952381,-0.08441734181258198,-0.09531250000000002,0,0.13818968110319022,0.12465103822288573,-0.18907563025210083,6270.0,6073.75,-0.07655502392344493,0,-0.09531250000000002,-0.7615276559625598,0.4659220433655685,0.20207253886010362,1.0,1,1.0,0.22942587028612493
700,유수홀딩스,2022Q2,5760,6350,5510,5810,2198609,0.003454231433505983,0.003448279278915223,-0.18627450980392168,0,0.11092369526190365,0.1170052567692694,-0.07777777777777772,5937.5,6040.0,-0.02147368421052631,1,-0.18627450980392157,-0.8576784543144462,0.7352289551145497,0.14457831325301204,1.0,0,1.0,-0.2435696664903253
700,유수홀딩스,2022Q3,5810,6770,5650,6370,1974080,0.09638554216867479,0.09201889872025149,0.0888888888888888,0,0.08057634201835101,0.10795643160596911,0.0,6067.5,6175.0,0.049855789039967124,1,0.0888888888888888,-0.6787984445213808,0.7423946880691309,0.17582417582417584,0.0,0,1.0,-0.32961950994826117
700,유수홀딩스,2022Q4,6390,7950,5980,6400,5847900,0.0047095761381474865,0.004698520781554194,0.015873015873015817,0,0.07243012335856581,0.10569344707355151,0.0,6092.5,6257.5,0.050471891670086144,1,0.015873015873015817,1.4958212674760933,1.8978000331017295,0.3078125,0.0,0,1.0,-0.31527193181229196
700,유수홀딩스,2023Q1,6420,7250,6030,6640,1742566,0.03750000000000009,0.03681397312271706,0.14680483592400706,0,0.043535541499385245,0.09895667407970987,0.0,6305.0,6287.5,0.05313243457573358,0,0.14680483592400684,-0.6154210017456977,0.5925505529766462,0.18373493975903615,0.0,0,0.0,-0.25437125667276794
700,유수홀딩스,2023Q2,6640,7160,5970,6140,1676013,-0.07530120481927716,-0.07828722132929045,0.05679862306368322,0,0.07161783861265039,0.09240794346527936,-0.07530120481927716,6387.5,6162.5,-0.038747553816047,0,0.05679862306368322,-0.5589037810350435,0.596416245846848,0.19381107491856678,0.0,1,1.0,-0.03107199311509168
700,유수홀딩스,2023Q3,6140,6190,5500,5890,798091,-0.04071661237785018,-0.04156874449555659,-0.07535321821036123,0,0.04964752416152869,0.06597465316298727,-0.11295180722891562,6267.5,6167.5,-0.06023135221380138,0,-0.07535321821036112,-0.7593640211006459,0.31718831504972395,0.11714770797962648,0.0,2,2.0,-0.02761784743846063
700,유수홀딩스,2023Q4,5890,6200,5600,5790,764228,-0.01697792869269954,-0.017123706078590928,-0.09531250000000002,0,0.04740870054709941,0.0588630460209727,-0.12801204819277112,6115.0,6103.75,-0.053147996729354,0,-0.09531250000000002,-0.8961734449537346,0.6137270829476934,0.10362694300518134,0.0,3,3.0,-0.42439117517322067
700,유수홀딩스,2024Q1,5770,6840,5470,5660,2763297,-0.022452504317789335,-0.022708399369813392,-0.1475903614457833,0,0.026327674669095212,0.05186324356038631,-0.07817589576547235,5870.0,6087.5,-0.035775127768313486,1,-0.14759036144578308,1.3409384968681592,1.8416979789987018,0.2420494699646643,0.0,4,4.0,-0.32432288509671714
700,유수홀딩스,2024Q2,5650,5790,5290,5640,1152029,-0.0035335689045936647,-0.003539826705123872,-0.08143322475570036,0,0.015406517489423155,0.051823347941603426,-0.04244482173174868,5745.0,6066.25,-0.018276762402088753,1,-0.08143322475570036,-0.22987325415938395,0.8412586065727151,0.08865248226950355,0.0,5,5.0,-0.3447089172975757
700,유수홀딩스,2024Q3,5650,5650,5020,5080,852202,-0.099290780141844,-0.10457280391957724,-0.13752122241086595,0,0.04322192494825719,0.044052972133606254,-0.12262521588946462,5542.5,5905.0,-0.08344609833107808,1,-0.13752122241086584,-0.5675771396136124,0.6162252998866906,0.12401574803149606,0.0,6,6.0,-0.290633447903051
700,유수홀딩스,2024Q4,5080,5440,4955,5330,1090094,0.04921259842519676,0.04803997658736314,-0.07944732297063928,0,0.06151069610081945,0.05090698762334962,-0.05830388692579502,5427.5,5771.25,-0.017964071856287456,1,-0.07944732297063906,-0.42753099629514024,0.7443935440013029,0.09099437148217636,0.0,0,6.0,0.08088964175920688
700,유수홀딩스,2025Q1,5330,5650,5210,5520,802547,0.03564727954971847,0.035026622111251626,-0.024734982332155764,0,0.06703997056039299,0.05060383386005595,-0.021276595744680882,5392.5,5631.25,0.02364394993045904,1,-0.02473498233215543,-0.9944476310699828,0.8237858466996093,0.07971014492753623,0.0,0,6.0,-0.21263391295308254
700,유수홀딩스,2025Q2,5500,6440,5140,5970,1646503,0.08152173913043481,0.0783690671155064,0.058510638297872175,0,0.07973239879740687,0.056852380791545816,0.0,5475.0,5610.0,0.09041095890410955,1,0.0585106382978724,1.4188168368782417,1.4997706853434003,0.21775544388609716,0.0,0,6.0,-0.11007194149837607
700,유수홀딩스,2025Q3,5970,6550,5650,5700,1417529,-0.045226130653266305,-0.04628075256400699,0.1220472440944882,0,0.05389539947408057,0.05731076667309946,-0.045226130653266305,5630.0,5586.25,0.01243339253996445,0,0.1220472440944882,0.4821174773963643,1.143935861816989,0.15789473684210525,0.0,1,1.0,-0.054830232439958326
700,유수홀딩스,2025Q4,5700,6280,5410,5820,948491,0.021052631578947434,0.02083408690284294,0.09193245778611625,0,0.05241849868676091,0.057528185811440084,-0.025125628140703515,5752.5,5590.0,0.011734028683181297,0,0.09193245778611625,-0.6464231511819056,0.7879353778865105,0.14948453608247422,0.0,0,1.0,-0.0976840707105574
