Open,High,Low,Close,Volume_sum,ret_1q,vol_4q,max_drawdown_4q,ma4_ratio
4120,4490,3275,3385,33499894,-0.1783980582524271,0.2850251076480084,-0.1783980582524271,0.0471771075019333
3455,3580,2630,2770,13920223,-0.1816838995568686,0.2915601633644435,-0.3276699029126213,-0.1583744777819977
2770,5600,2450,4060,84282389,0.4657039711191335,0.3616188096345352,-0.0145631067961164,0.1328915242413673
4090,4605,3205,3845,250934755,-0.0529556650246305,0.3075851977692976,-0.0529556650246305,0.0938833570412518
3845,6530,3825,4375,392413232,0.1378413524057218,0.2814669336530593,0.0,0.1627906976744186
4395,4940,2875,2980,72938152,-0.3188571428571428,0.3301159480429175,-0.3188571428571428,-0.218872870249017
3040,4270,2835,3340,89727455,0.1208053691275168,0.2120272898138621,-0.2365714285714285,-0.0811554332874827
3340,3745,2955,3430,66595487,0.026946107784431,0.2126918876998773,-0.2159999999999999,-0.0286725663716813
3375,3950,3180,3375,53712385,-0.0160349854227405,0.1901680155324847,-0.0160349854227405,0.0285714285714284
3390,3510,2355,2495,8673759,-0.2607407407407407,0.1626868877635535,-0.2725947521865889,-0.2104430379746835
2495,3030,2200,2560,19761721,0.0260521042084167,0.1379958520341067,-0.2536443148688047,-0.1365935919055649
1938,4164,1888,3307,78873273,0.725991649269311,0.3686692223740401,0.0,0.4536263736263737
3293,3302,1719,1751,18724754,-0.4705170849712731,0.499117983795268,-0.4705170849712731,-0.2252212389380531
1724,2495,1315,1635,130442453,-0.0662478583666476,0.5015675830584639,-0.5055941941336559,-0.2403298873272157
1625,1785,1265,1425,17391140,-0.128440366972477,0.5061001758261644,-0.5690958572724524,-0.2978566149297856
1430,1445,806,900,7654802,-0.368421052631579,0.1922760527089911,-0.4860079954311822,-0.3696375415864121
883,959,741,742,3561562,-0.1755555555555555,0.1304263491306855,-0.546177370030581,-0.3687792428753722
736,1095,735,834,37585075,0.1239892183288409,0.2026744747312747,-0.4147368421052632,-0.1448346577800564
829,965,770,862,5635223,0.0335731414868105,0.2203976061300321,-0.0422222222222222,0.0329538645895746
869,955,737,893,15021144,0.0359628770301623,0.127191242282869,0.0,0.0723506454518163
893,2190,792,1850,61954835,1.0716685330347144,0.5053343567962464,0.0,0.6670421266050912
1813,3270,1613,2640,58399226,0.4270270270270271,0.4893561892422283,0.0,0.6909527622097678
23350,24200,14490,15160,4795579,-0.3350877192982456,0.2623109445928549,-0.3350877192982456,-0.2411462895757727
15100,17190,12710,15070,2812189,-0.0059366754617413,0.2035170505825551,-0.3390350877192982,-0.2003183868400105
23150,28350,21775,27950,20328248,0.2258771929824561,0.1567928741574118,0.0,0.1682584798010407
28200,35350,25500,32750,22323500,0.1717352415026833,0.1083818948983571,0.0,0.2279830144639525
32750,50000,30900,38450,32080606,0.1740458015267174,0.1064287968730293,0.0,0.2611726117261173
38500,48000,35100,46150,33655698,0.2002600780234069,0.025462838784368,0.0,0.270474879559532
46400,57400,39700,53700,25122745,0.1635969664138679,0.0158791968413961,0.0,0.2557731657410114
