stock_code,corp_name,induty_code
229500,노브메타파마,70113
087730,이엠네트웍스,20202
272450,진에어,511
025750,한솔홈데코,161
215100,로보로보,289
161580,필옵틱스,2927
120240,대정화금,201
094840,슈프리마에이치큐,264
012760,하스코,30
017940,E1,46713
138040,메리츠금융지주,64992
017670,SK텔레콤,61220
011810,STX,46800
017960,한국카본,2512
243840,신흥에스이씨,28202
311060,엘에이티,29271
006260,LS,64992
112190,KC산업,23325
060720,KH바텍,2629
278280,천보,201
039240,경남스틸,24199
003350,한국화장품제조,20423
100790,미래에셋벤처투자,649
046940,우원개발,421
084690,대상홀딩스,64992
044960,이글벳,467
054410,케이피티유,25921
090150,아이윈,303
417310,코람코더원리츠,68112
376290,씨유테크,26224
365270,큐라클,70113
351340,아이비케이에스제13호기업인수목적,6619
250930,예선테크,22291
376980,원티드랩,58221
094970,제이엠티,2629
016600,큐캐피탈,649
069080,웹젠,5821
025320,시노펙스,2629
204610,티쓰리,5821
037350,성도이엔지,721
039440,에스티아이,29271
377300,카카오페이,66199
016830,한국씨티은행,64121
254120,자비스,292
225430,케이엠제약,204
448780,마이크로엔엑스,27191
006370,대구백화점,47111
140670,알에스오토메이션,262
010820,퍼스텍,252
049480,오픈베이스,62021
004430,송원산업,20499
323410,카카오뱅크,64121
115500,케이씨에스,62021
032280,삼일,49309
039290,인포뱅크,639
093190,빅솔론,263
344050,신영해피투모로우제6호기업인수목적,66199
192530,광주은행,64121
052510,에코솔루션,2049
342550,케이비제20호기업인수목적,66199
001550,조비,20312
347770,핌스,26212
199150,데이터스트림즈,58221
005030,부산주공,30310
025540,한국단자공업,2812
368770,파이버프로,27219
361390,제노코,26429
046840,자유투어,75210
155650,와이엠씨,262
365900,브이씨,3330
032580,피델릭스,2611
037030,파워넷,2811
241560,두산밥캣,29241
130500,GH신소재,13992
395400,SK리츠,68112
060380,동양에스텍,24121
059100,아이컴포넌트,26211
028080,휴맥스홀딩스,620
037760,쎄니트,24122
015200,성원,2413
001800,오리온홀딩스,649
367460,유안타제7호기업인수목적,66199
129920,대성하이텍,29223
004100,태양금속공업,303
004980,성신양회,23311
306040,에스제이그룹,15129
365550,ESR켄달스퀘어리츠,681
024880,케이피에프,259
068420,엔터미디어,26
036890,진성티이씨,29241
265560,영화테크,3033
900270,헝셩그룹,64992
434190,탈로스,28202
131390,원익피앤이,281
078150,HB테크놀러지,29272
010400,우진아이엔에스,422
011500,한농화성,20421
004830,덕성,22214
089980,상아프론테크,222
399720,가온칩스,26112
051810,모보,28302
075580,세진중공업,31114
005450,신한,41121
171010,램테크놀러지,20119
038070,서린바이오,467
183190,아세아시멘트,23311
226350,아이엠텍,2629
008770,호텔신라,47859
025770,한국정보통신,61299
171090,선익시스템,292
101680,한국정밀기계,29223
036190,금화피에스시,423
103140,풍산,242
009150,삼성전기,2622
441270,파인엠텍,26299
001890,에이치디씨영창,33201
093050,LF,14111
004060,SG세계물산,46800
077500,유니퀘스트,4659
072130,유엔젤,631
267290,경동도시가스,35200
009140,경인전자,2629
042110,에스씨디,28519
039860,나노엔텍,27199
040420,정상제이엘에스,8550
207760,미스터블루,63991
258050,테크트랜스,25923
344860,이노진,20423
094480,갤럭시아머니트리,58221
008470,부스타,25130
073010,케이에스피,29111
043370,피에이치에이,303
012320,경동인베스트,649
191600,블루탑,2622
013990,아가방컴퍼니,46414
047310,파워로직스,2812
045300,성우테크론,2629
043650,국순당,11111
002290,삼일기업공사,411
001420,태원물산,303
085910,네오티스,303
018670,SK가스,46713
298540,더네이쳐홀딩스,144
025890,한국주강,292
122990,와이솔,2629
092200,디아이씨,303
093920,서원인텍,2642
298020,효성티앤씨,2050
037560,LG헬로비전,60222
353200,대덕전자,2622
015260,에이엔피,2622
002030,아세아,715
081580,성우전자,2642
052600,한네트,61299
024890,대원화성,22214
053800,안랩,58221
337840,유엑스엔,27112
049430,코메론,27219
064350,현대로템,31201
007630,폴루스바이오팜,461
014280,금강공업,2413
003540,대신증권,66121
104830,원익머트리얼즈,20121
005830,DB손해보험,65121
221670,주노콜렉션,15121
049070,인탑스,2642
007210,벽산,23999
225590,패션플랫폼,141
012580,신세계톰보이,4741
317120,라닉스,26112
052860,아이앤씨,2611
140410,메지온,70113
096300,한국월드와이드베트남부동산개발특별자산1호투자회사,64201
161890,한국콜마,20423
032940,원익,4659
046970,우리로,467
215360,우리산업,303
032350,롯데관광개발,75210
066130,하츠,28519
123860,아나패스,2611
009470,삼화전기,26291
011760,현대코퍼레이션,46800
119500,포메탈,259
341160,하나금융15호기업인수목적,66199
095270,웨이브일렉트로,272
256150,한독크린텍,29175
115530,씨엔플러스,262
217600,켐온,701
290510,코리아센터,58221
245450,씨앤에스링크,264
012510,더존비즈온,62022
063760,이엘피,27212
408900,스튜디오미르,59112
073490,이노와이어리스,2642
123570,이엠넷,71310
079430,현대리바트,32029
219420,링크제니시스,58222
020000,한섬,14112
011780,금호석유화학,201
038620,위즈코프,47711
000590,CS홀딩스,64992
049520,유아이엘,2629
024060,흥구석유,46712
264850,이랜시스,262
054340,피앤텔,2642
140520,대창스틸,24122
026940,부국철강,2413
121890,에스디시스템,2629
083420,그린케미칼,20421
001310,풍림산업,41112
059090,미코,261
036460,한국가스공사,35200
393890,더블유씨피,28202
194610,우성아이비,339
179900,유티아이,2629
082920,비츠로셀,28201
049120,파인디앤씨,26211
004510,디와이홀딩스,29162
018310,삼목에스폼,2511
008490,서흥,2049
072870,메가스터디,581
002070,비비안,14120
056080,유진로봇,292
001840,이화공영,411
072990,에이치시티,72911
035610,솔본,715
155660,DSR,242
095500,미래나노텍,2229
210540,디와이파워,29241
016140,두함지개발,68112
090710,휴림로봇,29280
068930,디지털대성,855
008120,엠소닉,26
014190,원익큐브,46739
327970,케어룸의료산업,27199
012030,DB,62021
058480,해원에스티,24121
016800,퍼시스,32029
057540,옴니시스템,272
119830,아이텍,739
052790,액토즈소프트,5821
207490,에이펙스인텍,28422
277810,레인보우로보틱스,29280
251970,펌텍코리아,22232
377740,바이오노트,213
155960,지디,26211
006880,신송홀딩스,46201
349720,이베스트기업인수목적5호,66199
023900,풍국주정,11121
000180,성창기업지주,71531
005350,심팩인더스트리,29230
047400,유니온머티리얼,23222
001200,유진증권,66121
257720,실리콘투,46800
033100,제룡전기,2811
232530,이엠티,28202
071320,지역난방공사,35300
004690,삼천리,35200
015230,대창단조,303
003100,선광,52942
195440,퓨전,58221
115180,큐리언트,70113
064480,브리지텍,58221
121600,나노신소재,2049
359090,씨엔알리서치,739
010040,한국내화,2321
095660,네오위즈,5821
113810,디젠스,303
056360,코위버,26410
024940,PN풍년,464
238120,얼라인드,273
033550,일레덱스홀딩스,46711
011230,삼화전자공업,265
014940,오리엔탈정공,291
009280,다함이텍,26
059120,아진엑스텍,2611
049830,승일,259
319660,피에스케이,29271
036530,SNT홀딩스,64992
006650,대한유화,20111
425040,티이엠씨,20121
094360,칩스앤미디어,261
067920,이글루,639
143160,아이디스,26429
001210,금호전기,28410
119610,인터로조,271
086060,진바이오텍,462
225650,쿠첸,28511
033920,무학,11122
054800,아이디스홀딩스,71600
000100,유한양행,212
032080,아즈텍WB,13402
187270,신화콘텍,2812
014910,성문전자,26291
058630,엠게임,5821
276240,엘리비젼,26519
170920,엘티씨,20119
052330,코텍,26519
053690,한미글로벌,72111
045520,크린앤사이언스,291
251280,안지오랩,70113
017370,우신시스템,292
299480,지앤이헬스케어,13999
025980,아난티,551
104620,노랑풍선,75210
098660,에스티오,1419
175330,JB금융지주,64992
365590,하이딥,261
103230,에스앤더블류,29111
003160,디아이,27212
044780,에이치케이,29221
121850,코이즈,222
007590,동방아그로,2032
053110,소리바다,631
011560,세보엠이씨,422
123890,한국자산신탁,642
078930,GS,64992
030610,교보증권,66121
052260,현대바이오랜드,204
038950,파인디지털,2642
142210,유니트론텍,46522
043360,디지아이,263
053620,태양,25991
078600,대주전자재료,2629
048910,대원미디어,467
001560,제일연마,23992
199290,바이오프로테크,271
049630,재영솔루텍,273
040910,아이씨디,29271
255220,SG,23991
307280,원바이오젠,213
338100,NH프라임리츠,681
024090,디씨엠,2419
004780,대륙제관,25991
016450,한세예스24홀딩스,1419
263770,유에스티,241
086040,바이오톡스텍,70113
000440,중앙에너비스,46712
036620,감성코퍼레이션,467
413300,티엘엔지니어링,72129
010690,화신,30391
090470,제이스텍,29271
110660,툴코리아,25933
053660,현진소재,25912
071090,하이스틸,2413
223250,드림씨아이에스,70113
261200,덴티스,271
329020,오션스톤,463
402420,켈스,27199
039030,이오테크닉스,29271
089590,제주항공,511
314930,바이오다인,2719
067770,세진티에스,26211
003550,LG,64992
065620,제낙스,24123
074000,에스지피엠,68112
071050,한국금융지주,64992
041190,우리기술투자,6491
003490,대한항공,511
023450,동남합성,201
357550,석경에이티,20129
024740,한일단조,303
043200,파루,281
058470,리노공업,2629
053700,삼보모터스,303
126340,비나텍,282
021240,코웨이,969
039130,하나투어,75210
054940,엑사이엔씨,424
005070,코스모신소재,204
030520,한글과컴퓨터,582
049960,쎌바이오텍,211
019210,와이지-원,25934
037070,파세코,28519
035460,기산텔레콤,2642
051910,LG화학,20111
063170,서울옥션,4610
396690,미래에셋글로벌리츠,6811
214680,디알텍,271
127160,매직마이크로,262
072470,우리산업홀딩스,303
234070,에이원알폼,76310
037950,엘컴텍,26291
038460,바이오스마트,26293
038540,상상인,620
043340,에쎈테크,29133
021080,에이티넘인베스트,64209
000270,기아,30121
003070,코오롱글로벌,41221
009160,SIMPAC,24113
094820,일진파워,423
038390,레드캡투어,75210
017800,현대엘리베이터,29162
054450,텔레칩스,2611
354230,폭스소프트,58221
033130,디지틀조선,631
214180,헥토이노베이션,63991
037270,YG PLUS,631
425420,티에프이,262
290520,신도기연,29272
003380,하림지주,64992
037460,삼지전자,2642
060540,에스에이티,27215
347140,케이프이에스제4호기업인수목적,6499
158310,참존글로벌,29280
034020,두산에너빌리티,29119
183300,코미코,29271
094170,동운아나텍,2611
011090,에넥스,32021
094940,푸른기술,263
038160,팍스넷,63991
017480,삼현철강,2419
214430,아이쓰리시스템,2629
003800,에이스침대,32029
092300,현우산업,2622
120780,전우정밀,303
318660,타임기술,582
036840,휴코드홀딩스,70113
214330,금호에이치티,303
002420,세기상사,477
163730,핑거,582
048430,유라테크,281
072950,빛샘전자,262
004360,세방,49301
108860,셀바스AI,5822
096690,에이루트,26329
140610,엔솔바이오사이언스,70113
096870,엘디티,2611
079170,한창산업,24229
352940,인바이오,2032
241820,피씨엘,213
001270,부국증권,66121
067010,이씨에스,620
002200,한국수출포장공업,1721
328130,루닛,58222
013310,아진산업,303
002220,한일철강,2419
005250,녹십자홀딩스,715
003960,사조대림,10211
187790,나노,20129
032540,TJ미디어,265
208370,셀바스헬스케어,271
143540,영우디에스피,29272
068290,삼성출판사,5811
016920,카스,465
065510,휴비츠,27199
115610,이미지스,2611
050760,에스폴리텍,222
215000,골프존,58219
173130,오파스넷,62021
001380,SG글로벌,303
092230,KPX홀딩스,201
274090,켄코아에어로스페이스,31322
012280,영화금속,303
139670,키네마스터,58222
228340,동양파일,23325
241590,화승엔터프라이즈,15219
011160,두산건설,41112
120030,조선선재,2599
373340,유진기업인수목적6호,66199
058730,다스코,25112
237880,클리오,20423
061970,LB세미콘,2612
147760,피엠티,27212
259960,크래프톤,5821
140290,청광건설,412
216050,인크로스,71310
001460,BYC,14120
348840,데이드림엔터테인먼트,591
417500,제이아이테크,204
950140,잉글우드랩,204
224110,에이텍모빌리티,26429
013870,지엠비코리아,303
092730,네오팜,20423
378340,필에너지,29299
025560,미래산업,27219
078520,에이블씨엔씨,20423
130660,한전산업,72129
457940,SK증권제10호스팩,66199
451700,엔에이치스팩29호,66199
221800,유투바이오,72911
405350,아이비케이에스제17호기업인수목적,66199
017860,DS단석,204
469880,하나30호스팩,66199
377630,삼성기업인수목적4호,661
000010,신한은행,64121
440200,케이비제23호기업인수목적,66199
188260,세니젠,339
464680,KB제27호스팩,66199
088280,쏘닉스,26129
017680,데코앤에프,141
353070,에이치엠씨아이비제4호기업인수목적,66199
102210,트레스,31114
003570,SNT다이내믹스,303
010950,S-Oil,19210
010100,한국무브넥스,303
388220,하나금융19호기업인수목적,661
271830,팸텍,29271
005950,이수화학,20111
053080,케이엔솔,291
010240,흥국,29241
067990,도이치모터스,451
007340,DN오토모티브,28202
054090,삼진엘앤디,339
044380,주연테크,26310
271850,다이오진,701
099440,스맥,29221
033020,세아메탈,24122
101360,에코앤드림,204
071850,캐스텍코리아,303
092790,넥스틸,2419
419530,SAMG엔터,59112
052960,태양3C,452
900340,윙입푸드,64992
020400,대동금속,24312
260930,씨티케이,20423
023590,다우기술,631
311840,대원모방,13212
397500,대신밸런스제11호기업인수목적,66199
367480,유안타제8호기업인수목적,661
146060,율촌,24131
115160,휴맥스,26519
027390,한화갤러리아타임월드,47111
001120,LX인터내셔널,4610
051380,피씨디렉트,46510
033160,엠케이전자,262
044450,KSS해운,50112
079950,인베니아,29272
066570,LG전자,264
096240,크레버스,855
419120,산돌,58222
210980,SK디앤디,68122
340930,유일에너테크,29299
263020,디케이앤디,22214
079190,케스피온,26422
377480,마음AI,58222
205100,엑셈,58221
339950,아이비김영,85503
069140,누리플랜,25112
026040,제이에스티나,331
133750,메가엠디,85503
330730,스톤브릿지벤처스,649
073110,엘엠에스,262
440320,오픈놀,58222
006800,미래에셋증권,66121
242040,나무기술,582
373170,엠아이큐브솔루션,58221
033430,디에스티,292
010580,에스엠벡셀,303
093640,케이알엠,2611
005560,제이에스전선,28302
353060,에이치엠씨아이비제5호기업인수목적,66199
067280,멀티캠퍼스,85650
387310,대신밸런스제10호기업인수목적,66199
039610,화성밸브,29133
009770,삼정펄프,171
348210,넥스틴,29271
340440,세림B&G,222
049130,하우리,58221
464440,한국제13호스팩,66199
035250,강원랜드,91249
138690,엘아이에스,29221
432470,케이엔에스,29299
043590,웰킵스하이텍,261
034310,NICE,715
090430,아모레퍼시픽,20423
380440,엔에이치기업인수목적19호,661
293780,압타바이오,70113
389030,지니너스,70113
405920,나라셀라,46331
001970,에스지신성건설,41221
018620,우진비앤지,21230
020150,롯데에너지머티리얼즈,2629
008370,원풍,22212
025900,동화기업,16212
077970,STX엔진,29111
056700,신화인터텍,2229
101240,씨큐브,20131
017510,세명전기,2599
012860,모베이스전자,303
042510,라온시큐어,582
064260,다날,582
141020,디에스앤엘,479
107590,미원홀딩스,649
068790,DMS,292
054920,한컴위드,58221
208850,이비테크,28909
079960,동양이엔피,2811
002990,금호건설,41112
051360,토비스,265
198940,한주라이트메탈,242
452160,제이엔비,29271
089890,코세스,29271
128820,대성산업,477
246250,에스엘에스바이오,739
033250,체시스,303
264450,유비쿼스,26410
379390,이성씨엔아이,72129
404950,디비금융제10호기업인수목적,649
452190,한빛레이저,29221
134380,미원화학,20421
081970,케이엑스넥스지,58221
236340,메디젠휴먼케어,70113
057680,티사이언티픽,58222
354320,알멕,24222
330590,롯데리츠,681
418420,라온텍,262
078890,가온그룹,264
112290,와이씨켐,20491
296160,프로젠,70113
452300,캡스톤파트너스,649
041020,폴라리스오피스,58221
005960,동부건설,412
000370,한화손해보험,65121
075970,동국알앤에스,239
023000,삼원강재,303
272550,삼양패키징,22232
396770,엔에이치기업인수목적22호,661
274400,이노시뮬레이션,58221
456490,교보14호스팩,6619
080160,모두투어,75210
220630,맘스터치앤컴퍼니,463
100090,SK오션플랜트,2413
003720,삼영,2221
108230,톱텍,292
093520,매커스,4659
353490,미래에셋대우기업인수목적5호,661
417790,트루엔,265
016380,KG스틸,24122
225570,넥슨게임즈,582
426670,대신밸런스제12호기업인수목적,66199
137940,넥스트아이,27216
155900,바다로19호선박투자회사,76190
900120,씨엑스아이,64992
367360,디비금융제9호기업인수목적,661
002150,도화엔지니어링,72121
008260,NI스틸,2419
006920,모헨즈,23322
013570,디와이,64992
036480,대성미생물,21230
008420,문배철강,2419
054950,제이브이엠,29192
024070,WISCOM,22299
091700,파트론,2629
452280,한선엔지니어링,259
050860,아세아텍,29210
076610,해성옵틱스,273
058420,제이웨이,59130
033500,동성화인텍,201
019440,세아특수강,24122
457550,우진엔텍,7390
471050,대신밸런스제17호스팩,661
036030,케이티알파,461
457630,대신밸런스제16호스팩,66199
016880,웅진,715
246690,TS인베스트먼트,64209
204320,HL만도,303
316140,우리금융지주,64992
363260,모비데이즈,713
023810,인팩,303
086670,비엠티,29133
100250,진양홀딩스,222
310200,애니플러스,591
097520,엠씨넥스,26519
432320,KB스타리츠,68112
455310,한화플러스제4호스팩,661
377400,하이제6호기업인수목적,66199
070080,삼보오토,30
152550,한국ANKOR유전,642
012340,뉴인텍,303
045510,정원엔시스,465
064820,케이프,31114
032680,소프트센,639
014470,부방,681
066900,디에이피,2622
054780,키이스트,59130
024800,유성티엔에스,492
105760,포스뱅크,291
149300,아퓨어스,701
035200,프럼파스트,22211
135160,무송지오씨,28301
043910,자연과환경,233
409570,한국제10호기업인수목적,661
440290,HB인베스트먼트,649
241770,메카로,261
272110,케이엔제이,261
149940,모다,26429
012610,경인양행,20132
102460,이연제약,212
080010,이상네트웍스,4610
091970,나노캠텍,2229
355150,코스텍시스,261
206400,베노티앤알,424
084870,티비에이치글로벌,141
257990,나우코스,20423
115440,우리넷,2641
427950,하나금융23호기업인수목적,661
250030,진코스텍,20423
004770,써니전자,262
220100,퓨쳐켐,212
264660,씨앤지하이테크,29271
115960,연우,22232
307930,컴퍼니케이,649
092600,앤씨앤,2611
472230,SK증권제11호스팩,66199
074600,원익QnC,2312
111820,지유온,639
036200,유니셈,29271
451800,한화리츠,68112
009440,KC그린홀딩스,64992
388870,파로스아이바이오,70113
370090,퓨런티어,27213
448280,에코아이,716
168330,내츄럴엔도텍,70111
468760,유진스팩10호,66191
067290,JW신약,212
469900,하나31호스팩,66199
473370,비엔케이제2호스팩,66199
111380,동인기연,151
064290,인텍플러스,292
000060,메리츠화재해상보험,65121
007120,미래아이앤지,620
125210,아모그린텍,2629
002100,경농,2032
208890,미래엔에듀파트너,857
047560,이스트소프트,58221
452670,상상인제4호스팩,66199
356890,싸이버원,582
114840,아이패밀리에스씨,204
053050,지에스이,35200
006570,대림통상,25993
388050,지투파워,28123
168360,펨트론,292
006660,삼성공조,30399
263810,상신전자,2629
045970,코아시아,261
189980,흥국에프엔비,11209
007640,애큐온저축은행,64132
376180,피코그램,339
014830,유니드,20129
451760,컨텍,620
150900,파수,58221
099390,브레인즈컴퍼니,58221
426550,아이비케이에스제19호기업인수목적,66199
114120,크루셜텍,262
446070,유니드비티플러스,16102
082800,비보존 제약,212
148150,세경하이테크,2629
227610,아우딘퓨쳐스,20423
300080,플리토,63120
035420,NAVER,63120
269620,시스웍,272
138290,지성이씨에스,421
130740,티피씨글로벌,303
003450,케이비증권,66121
343510,하나금융16호기업인수목적,66199
067570,엔브이에이치코리아,30320
241690,유니테크노,30331
002410,범양건영,411
039830,오로라,73203
088260,이리츠코크렙,68112
052460,아이크래프트,620
079000,와토스코리아,22222
186230,그린플러스,24222
317830,에스피시스템스,29280
086790,하나금융지주,64992
242350,피엔아이컴퍼니,620
366330,신한제7호기업인수목적,66199
028260,삼성물산,467
303530,이노뎁,582
205470,휴마시스,213
138930,BNK금융지주,64992
299170,더블유에스아이,464
363250,진시스템,271
009240,한샘,46431
042600,새로닉스,2629
291810,핀텔,58222
005440,현대지에프홀딩스,64992
078590,휴림에이텍,303
411080,샌즈랩,582
050540,엠피씨플러스,75991
014710,사조씨푸드,102
000810,삼성화재해상보험,65121
010660,화천기계,29223
238170,엔에스엠,202
150440,피노텍,58222
240810,원익IPS,292
032750,삼진,264
271780,비엔에프머티리얼즈,24229
051780,큐로홀딩스,472
396270,넥스트칩,26112
372290,하나머스트7호기업인수목적,66199
452430,사피엔반도체,2611
216080,제테마,213
005670,푸드웰,1030
378800,샤페론,211
235980,메드팩토,70113
417010,나노팀,291
002840,미원상사,204
053280,예스24,4791
102940,코오롱생명과학,2110
189860,서전기전,28123
060980,HL홀딩스,64992
089030,테크윙,29271
322310,오로스테크놀로지,292
245030,스페이스솔루션,582
162120,루켄테크놀러지스,289
405100,큐알티,73909
002670,미주제강,24121
199730,바이오인프라,70113
326030,에스케이바이오팜,7011
309960,LB인베스트먼트,64991
285130,SK케미칼,20202
006140,피제이전자,27112
025530,에스제이엠홀딩스,452
112240,에스에프씨,2229
093370,후성,20129
002550,KB손해보험,65121
011930,신성이엔지,2612
068100,케이웨더,291
018470,조일알미늄,24222
445680,큐리옥스바이오시스템즈,271
317860,노드메이슨,20423
389020,자람테크놀로지,261
317770,엑스페릭스,262
367340,디비금융제8호기업인수목적,649
137400,피엔티,292
035600,KG이니시스,58221
000500,가온전선,28302
046440,KG모빌리언스,582
004840,DRB동일,221
256630,포인트엔지니어링,25923
158430,아톤,58221
119850,지엔씨에너지,28111
290550,디케이티,26224
950200,소마젠,73909
388790,라이콤,264
003280,흥아해운,50112
206950,볼빅,333
417200,LS머트리얼즈,26291
043290,케이맥,292
406820,뷰티스킨,20423
215790,이노인스트루먼트,264
450410,엔에이치기업인수목적28호,6619
109670,씨싸이트,14199
018290,브이티,204
455910,SK증권제9호스팩,66199
065440,이루온,58221
013030,하이록코리아,241
089860,롯데렌탈,76110
178920,PI첨단소재,2221
271940,일진하이솔루스,319
208140,정다운,101
456190,큐라켐,213
126600,BGF에코머티리얼즈,20202
257370,피엔티엠에스,292
093510,엔지브이아이,30399
288980,모아데이타,58222
263600,덕우전자,2629
017900,광전자,2612
420770,기가비스,292
121800,비덴트,26421
247660,나노씨엠에스,2629
417840,저스템,29271
356860,티엘비,2622
006250,극동전선,28302
023760,한국캐피탈,64911
020710,시공테크,732
224810,엄지하우스,424
267810,앙츠,95120
032850,비트컴퓨터,58221
086280,현대글로비스,5299
041920,메디아나,27112
126560,현대퓨처넷,61299
415380,스튜디오삼익,47520
050890,쏠리드,2642
031980,피에스케이홀딩스,29271
003680,한성기업,10211
408920,메쎄이상,759
091990,셀트리온헬스케어,467
023440,제이스코홀딩스,24121
069960,현대백화점,47111
004970,신라교역,03111
348340,뉴로메카,29280
041960,코미팜,21230
066410,버킷스튜디오,612
090460,비에이치,2622
001570,금양,201
016710,대성홀딩스,715
293580,나우IB,64919
400560,하나금융20호기업인수목적,66199
469480,IBKS제24호스팩,66199
065420,에스아이리소스,204
267250,HD현대,64992
098120,마이크로컨텍솔,2629
009970,영원무역홀딩스,64992
216280,원텍,27112
322780,코퍼스코리아,591
322000,HD현대에너지솔루션,2612
080580,오킨스전자,262
170030,현대공업,303
192080,더블유게임즈,5821
267060,명진홀딩스,102
453340,현대그린푸드,471
001430,세아베스틸지주,2411
000990,DB하이텍,2611
027360,아주IB투자,649
058820,CMG제약,212
357120,코람코라이프인프라리츠,6811
013340,뉴아세아,2413
381970,케이카,45120
009900,명신산업,303
099410,동방선기,31114
072710,농심홀딩스,64992
402030,코난테크놀로지,58221
090080,평화산업,303
092130,이크레더블,63991
145270,케이탑리츠,68112
192390,윈하이텍,2511
017650,대림제지,179
312610,에이에프더블류,28202
333430,일승,311
056000,코원플레이,582
215050,비엔디생활건강,20421
024830,세원물산,303
030200,케이티,612
338220,뷰노,582
111770,영원무역,46800
140070,서플러스글로벌,46539
099190,아이센스,27112
383310,에코프로에이치엔,204
007660,이수페타시스,2622
084010,대한제강,2411
002690,동일제강,24122
012700,리드코프,46712
049550,잉크테크,20413
018250,애경산업,20422
451220,아이엠티,29299
073190,듀오백,32091
377190,디앤디플랫폼리츠,681
014440,영보화학,2225
380320,삼성머스트기업인수목적5호,661
033540,파라텍,292
285770,라이프사이언스테크놀로지,58221
424760,벨로크,620
136410,아셈스,22212
032500,케이엠더블유,2642
348350,위드텍,27213
282720,금양그린파워,423
015020,이스타코,68121
009620,삼보산업,24222
034810,해성산업,649
088910,동우팜투테이블,10121
007530,와이엠,259
465320,교보15호스팩,66199
338840,와이바이오로직스,70113
460930,현대힘스,31114
281310,바이오시네틱스,70113
005800,신영와코루,14120
285490,노바텍,339
293480,하나제약,212
073560,우리손에프앤지,101
424980,마이크로투나노,26129
039870,피케이엘,26299
078020,LS증권,66121
478390,KB제29호스팩,66199
090740,와이앤넥스트,26224
189690,포시에스,58222
036640,HRS,20201
101330,모베이스,2642
066350,티엔아이,292
153460,네이블,58222
179720,머니무브,649
389260,대명에너지,4112
051500,CJ프레시웨이,4632
357430,마스턴프리미어리츠,681
284420,휴럼,108
002900,TYM,29210
065560,녹원씨엔아이,181
090370,메타랩스,141
052400,코나아이,58221
048260,오스템임플란트,27191
037340,에이치씨코퍼레이션,2642
080220,제주반도체,2611
052420,오성첨단소재,222
122830,원포유,582
479880,한국제15호스팩,66199
088290,이원컴포텍,303
317850,대모,29242
053270,구영테크,303
014790,HL D&I,41221
300120,라온피플,582
131370,알서포트,58222
295310,에이치브이엠,24219
017160,세븐코스프,1090
002540,고제,10895
001620,케이비아이동국실업,303
278470,에이피알,20423
114810,한솔아이원스,2927
006070,기린,10602
001950,남한제지,1710
036490,에스케이머티리얼즈,20122
044770,에이엠에스,26292
039060,아이비진,21100
015750,성우하이텍,303
015890,태경산업,20129
089790,제이티,29271
196490,디에이테크놀로지,29271
293490,카카오게임즈,5821
429270,시지트로닉스,26129
467930,IBKS제23호스팩,661
436610,한국제11호기업인수목적,66199
351870,차이커뮤니케이션,71310
001780,알루코,24222
009760,한국지주,64992
016890,대웅바이오,21100
004660,신동방CP,10520
006600,동신제약,21212
134780,에스엠화진,303
262760,엔케이맥스,21212
005110,한창,465
234300,에스트래픽,6202
475150,SK이터닉스,411
089970,브이엠,29271
475250,하나33호스팩,66199
104200,NHN벅스,582
002270,롯데푸드,10422
028090,네오퍼플,1089
008720,삼양엔텍,29299
079660,사조해표,108
020180,대신정보통신,62021
376930,노을,27112
003940,삼양제넥스,108
014300,선진지주,1090
260490,캐로스,29176
041550,쎄라텍,26293
021570,알루코,26293
460860,동국제강,241
009380,아세아페이퍼텍,17105
005600,중앙제지,17105
004530,에스와이,1090
290270,휴네시온,582
478110,이베스트스팩6호,661
008560,메리츠증권,66121
016570,에스트라,10897
067390,아스트,31322
482520,교보16호스팩,6619
048830,엔피케이,20202
002780,진흥기업,41221
000660,SK하이닉스,2612
041510,에스엠,59201
004150,한솔홀딩스,64992
053300,한국정보인증,58221
034730,SK,64992
096760,JW홀딩스,64992
031390,녹십자셀,21100
067730,로지시스,62090
036000,예림당,58113
304100,솔트룩스,582
002300,한국제지,1710
003040,한일약품공업,21212
003900,동원데어리푸드,10421
008800,행남사,108
053440,성우몰드,29293
054250,예일바이오텍,29176
233190,미래자원엠엘,1090
094280,효성 ITX,759
204990,코썬바이오,10897
360070,탑머티리얼,28202
430230,하나금융24호기업인수목적,66199
039310,세중,582
185490,아이진,70113
293940,신한알파리츠,6811
039840,디오,27192
262260,에이프로,289
248020,젬,28410
054790,제이엠피,29293
028050,삼성E&A,72129
142760,모아라이프플러스,701
060260,뉴보텍,22211
007860,서연,64992
037600,씨모스,29293
446540,메가터치,28201
241510,이에스산업,29193
083640,인콘,468
149980,하이로닉,27199
184230,SGA솔루션즈,582
126640,화신정공,303
000480,시알홀딩스,2321
130580,나이스디앤비,75993
473050,유안타제15호스팩,66199
101140,인바이오젠,46510
046810,코리언일랙트로닉스파워소스,26293
002810,삼영무역,46739
278380,원바이오젠,21309
106080,케이이엠텍,2629
003850,보령,212
143240,사람인,63120
178780,일월지엠엘,468
443250,레뷰코퍼레이션,71310
214390,경보제약,211
032800,판타지오,901
035430,드림라인,61210
180640,한진칼,64992
950210,프레스티지바이오파마,70113
402340,SK스퀘어,64992
299670,에스엠비나,14112
464280,티디에스팜,21212
008290,원풍물산,14111
029460,케이씨,27216
041590,플래스크,424
290650,엘앤씨바이오,212
065150,대산F&B,463
303810,동국생명과학,212
