stock_code,Name,quarter,Open,High,Low,Close,Volume_sum,ret_1q,logret_1q,cumret_4q,down_gap_q,vol_4q,vol_8q,max_drawdown_4q,ma4,ma8,ma4_ratio,ma_cross_4_8,mom_4q,vol_z_4q,vol_drop_ratio_4q,intraquarter_range,crash_count_4q,down_streak_1q,down_streak_4q_max,vol_mean_decline_q
172580,하이골드12호,2019Q1,2780,2945,2715,2895,1018669,,,,0,,,,,,,0,,,,0.079447322970639,,0,,
172580,하이골드12호,2019Q2,2930,2930,2730,2780,816613,-0.0397236614853194,-0.0405341833224124,,0,,,,,,,0,,,,0.0719424460431654,,1,,
172580,하이골드12호,2019Q3,2790,2820,2685,2820,1434370,0.014388489208633,0.014285957247476,,0,,,,,,,0,,,,0.0478723404255319,,0,,
172580,하이골드12호,2019Q4,2800,2830,2725,2810,948082,-0.00354609929078,-0.0035524016043675,,0,,,-0.0293609671848014,2826.25,,-0.0057496682883679,0,,-0.398662357622689,0.8991387318403674,0.0373665480427046,0.0,1,1.0,
172580,하이골드12호,2020Q1,2800,2810,2010,2220,2353781,-0.2099644128113879,-0.2356772874614661,-0.233160621761658,1,0.1026658205608814,,-0.2127659574468084,2657.5,,-0.1646284101599247,0,-0.233160621761658,1.3865275603737857,1.6955492732915698,0.3603603603603603,1.0,2,2.0,
172580,하이골드12호,2020Q2,2220,2385,2195,2240,779798,0.0090090090090089,0.0089686699827602,-0.1942446043165469,0,0.1085511873424665,,-0.2056737588652482,2522.5,,-0.11199207135778,0,-0.1942446043165467,-0.8479768552533328,0.5654776051838722,0.0848214285714285,1.0,0,2.0,
172580,하이골드12호,2020Q3,2285,2285,1965,2035,1106779,-0.0915178571428571,-0.0959800469723903,-0.2783687943262412,0,0.1010733141142618,,-0.2758007117437722,2326.25,,-0.1252015045674368,0,-0.2783687943262412,-0.2654594278769637,0.8532653360162207,0.1572481572481572,1.0,1,2.0,
172580,하이골드12호,2020Q4,2035,2550,1840,1980,1686899,-0.0270270270270269,-0.0273989741881139,-0.295373665480427,0,0.0961805364109697,,-0.1160714285714286,2118.75,2472.5,-0.0654867256637168,1,-0.2953736654804271,0.2964403642335902,1.1384011187637046,0.3585858585858585,1.0,2,2.0,0.1685090701411169
172580,하이골드12호,2021Q1,1950,2270,1900,2120,1236224,0.0707070707070707,0.0683192439774771,-0.045045045045045,0,0.0678471602044163,0.0848792146940896,-0.0535714285714286,2093.75,2375.625,0.0125373134328359,1,-0.045045045045045,0.0899449277523704,1.02810902966921,0.1745283018867924,0.0,0,2.0,-0.0717146153078597
172580,하이골드12호,2021Q2,2140,2560,2075,2550,4472777,0.2028301886792451,0.1846772704864134,0.1383928571428572,0,0.128114394923398,0.119210013708376,0.0,2171.25,2346.875,0.1744386873920553,1,0.1383928571428572,1.481413646718931,2.104173049458882,0.1901960784313725,0.0,0,2.0,0.2130472775312422
172580,하이골드12호,2021Q3,2545,2670,0,2620,2252970,0.0274509803921567,0.0270809586026707,0.2874692874692874,0,0.0980814377256342,0.1195928100173922,0.0,2317.5,2321.875,0.1305285868392665,1,0.2874692874692874,-0.1109501823448163,0.9339829430803814,1.0190839694656488,0.0,0,2.0,0.3006225522011738
172580,하이골드12호,2021Q4,2605,2790,0,2785,4947712,0.0629770992366411,0.0610735556062422,0.4065656565656563,0,0.0769015705069117,0.1218220595208731,0.0,2518.75,2318.75,0.1057071960297766,0,0.4065656565656566,0.97057272228742,1.5330235451947194,1.0017953321364452,0.0,0,0.0,0.3706772968433303
179290,엠아이텍,2019Q1,3350,7400,3130,5270,232934846,,,,0,,,,,,,0,,,,0.8102466793168881,,0,,
179290,엠아이텍,2019Q2,5340,8170,4540,4630,154174193,-0.1214421252371916,-0.1294734944551283,,1,,,,,,,0,,,,0.7840172786177105,,1,,
179290,엠아이텍,2019Q3,4630,6310,3845,4510,122515981,-0.0259179265658747,-0.0262597145835545,,0,,,,,,,0,,,,0.5465631929046563,,2,,
